Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
5.323012828826904	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020798462	-0.020798462	-0.6934091	0.024347005	5.2039395e-05	3.6329115e-05	0.69341433	1008	1008
8.67477297782898	1	-0.40996894	0.08901304	-0.21930902	-0.6099311	21.0	0.0	-0.01952233	-0.01952233	-0.019530894	-0.019530894	-0.6938978	0.017741606	0.00024021242	0.00012485574	0.6939218	1008	2016
10.218453884124756	2	-0.426512	0.08138529	-0.22417286	-0.6073311	21.0	0.0	-0.020310093	-0.020310093	-0.020427193	-0.020427193	-0.69289815	0.015108952	8.736741e-05	8.747043e-05	0.6929069	1008	3024
11.751052856445312	3	-0.42426908	0.09077731	-0.2834321	-0.6429599	21.0	0.0	-0.020203289	-0.020203289	-0.02043095	-0.02043095	-0.6920217	0.020578893	9.30096e-05	6.982677e-05	0.692031	1008	4032
13.29187297821045	4	-0.4288952	0.077459544	-0.2565216	-0.62163794	21.0	0.0	-0.02042358	-0.02042358	-0.020319238	-0.020319238	-0.69249654	0.01938535	0.0002226306	0.00026440917	0.69251883	1008	5040
14.848778009414673	5	-0.42057094	0.08182563	-0.17366755	-0.5759342	21.0	0.0	-0.020027187	-0.020027187	-0.020078735	-0.020078735	-0.6926421	0.011570937	0.00023083668	0.00029682336	0.69266516	1008	6048
16.345557928085327	6	-0.44841382	0.09823398	-0.24448262	-0.6891203	21.0	0.0	-0.021353038	-0.021353038	-0.02150243	-0.02150243	-0.6927257	0.016380718	0.00026887306	0.000462173	0.6927526	1008	7056
17.9200758934021	7	-0.42390004	0.08909452	-0.23513025	-0.6290518	21.0	0.0	-0.020185716	-0.020185716	-0.02023841	-0.02023841	-0.6935737	0.0105553	0.00058767106	0.00077114144	0.6936324	1008	8064
19.50979495048523	8	-0.4413137	0.0914266	-0.2568904	-0.5990112	21.0	0.0	-0.02101494	-0.02101494	-0.021160057	-0.021160057	-0.6891278	0.017428225	0.00022264037	0.00027258619	0.6891501	1008	9072
21.147435903549194	9	-0.42905727	0.101871796	-0.279836	-0.6981629	21.0	0.0	-0.020431299	-0.020431299	-0.020470312	-0.020470312	-0.69479275	0.022721462	0.0001369722	0.00012105731	0.6948064	1008	10080
22.731979846954346	10	-0.49922124	0.10717176	-0.2975897	-0.7512865	21.0	0.0	-0.02377244	-0.02377244	-0.021816557	-0.021816557	-0.6736552	0.14598036	0.10703715	0.1450778	0.6843589	1008	11088
24.337246894836426	11	-0.47282633	0.12574577	-0.16515063	-0.8514024	21.0	0.0	-0.02251554	-0.02251554	-0.022043318	-0.022043318	-0.6926371	0.05403879	0.008784792	0.00970636	0.69351554	1008	12096
25.9549880027771	12	-0.46618798	0.11117861	-0.23952135	-0.75105095	21.0	0.0	-0.022199426	-0.022199426	-0.022249669	-0.022249669	-0.6930716	0.021637492	0.00026787492	0.00031090993	0.69309837	1008	13104
27.58726191520691	13	-0.5328212	0.11214384	-0.28326395	-0.88161683	21.0	0.0	-0.025372438	-0.025372438	-0.02020466	-0.02020466	-0.6603004	0.1951723	0.21080406	0.19441704	0.68138075	1008	14112
29.246140956878662	14	-0.54093856	0.122115426	-0.2772123	-0.9675409	21.0	0.0	-0.025758978	-0.025758978	-0.017991148	-0.017991148	-0.68652076	0.25768986	0.27093282	0.2060662	0.713614	1008	15120
30.921546936035156	15	-0.57180685	0.15857044	-0.30681983	-0.9936334	21.0	0.0	-0.027228897	-0.027228897	-0.022238877	-0.022238877	-0.6728834	0.21363033	0.18946168	0.16959156	0.69182956	1008	16128
32.569896936416626	16	-0.58853745	0.12679018	-0.27658978	-1.0140158	21.0	0.0	-0.028025592	-0.028025592	-0.021054177	-0.021054177	-0.6475124	0.26688203	0.25465733	0.21986294	0.67297816	1008	17136
34.21398997306824	17	-0.5771798	0.14588307	-0.27700347	-0.9327326	21.0	0.0	-0.027484754	-0.027484754	-0.025842497	-0.025842497	-0.6730136	0.14325206	0.10852084	0.08931631	0.68386567	1008	18144
35.89301896095276	18	-0.66153187	0.14295961	-0.3713137	-1.177401	21.0	0.0	-0.031501517	-0.031501517	-0.024454936	-0.024454936	-0.65097487	0.23068896	0.24633282	0.16939156	0.67560816	1008	19152
37.46718788146973	19	-0.6329307	0.122900136	-0.41834682	-0.9768878	21.0	0.0	-0.030139556	-0.030139556	-0.025103338	-0.025103338	-0.6522249	0.21635176	0.21524493	0.17571904	0.6737494	1008	20160
39.04568386077881	20	-0.6355384	0.12856457	-0.34084007	-0.86712795	21.0	0.0	-0.030263737	-0.030263737	-0.024358729	-0.024358729	-0.695251	0.23081656	0.18154198	0.1694935	0.71340525	1008	21168
40.60934281349182	21	-0.6779738	0.13207456	-0.46030343	-0.9949085	21.0	0.0	-0.032284465	-0.032284465	-0.026173797	-0.026173797	-0.6699893	0.2201027	0.1940673	0.17513129	0.689396	1008	22176
42.196430921554565	22	-0.62087655	0.14358924	-0.38911447	-1.0317686	21.0	0.0	-0.02956555	-0.02956555	-0.01993095	-0.01993095	-0.6376115	0.30615956	0.33548784	0.2564618	0.6711603	1008	23184
43.78949689865112	23	-0.6141575	0.12029841	-0.36260882	-0.89976424	21.0	0.0	-0.029245595	-0.029245595	-0.01938868	-0.01938868	-0.6343227	0.30282792	0.36698994	0.27963305	0.6710217	1008	24192
45.35845899581909	24	-0.6013751	0.13495292	-0.2722124	-0.98208785	21.0	0.0	-0.02863691	-0.02863691	-0.020014668	-0.020014668	-0.6824058	0.28327677	0.26772112	0.20767677	0.709178	1008	25200
46.89844799041748	25	-0.61560667	0.14936319	-0.3391239	-0.9680631	21.0	0.0	-0.029314602	-0.029314602	-0.01605679	-0.01605679	-0.6516353	0.3515682	0.38729256	0.2993554	0.69036454	1008	26208
48.443949937820435	26	-0.5897941	0.12817855	-0.36807236	-0.96903837	21.0	0.0	-0.028085435	-0.028085435	-0.006789665	-0.006789665	-0.64436483	0.42314467	0.47893798	0.2844971	0.6922586	1008	27216
50.001277923583984	27	1.2711474	10.294443	69.05835	-0.8877122	21.0	0.0	0.06053083	0.06053083	0.08113341	0.08113341	-0.587739	0.3613627	0.5379447	0.33297455	0.6415334	1008	28224
51.55222487449646	28	3.9599578	14.809556	59.326942	-0.8741218	21.0	0.0	0.18856941	0.18856941	0.22924092	0.22924092	-0.47675133	0.44072077	0.8063637	0.3645562	0.55738765	1008	29232
53.09439396858215	29	6.8882155	16.701859	59.12564	-0.7301329	21.0	0.0	0.32801026	0.32801026	0.36554754	0.36554754	-0.5348904	0.44699642	0.98839724	0.4183291	0.6337302	1008	30240
54.710155963897705	30	10.834573	19.203405	69.14899	-0.8360048	21.0	0.0	0.51593196	0.51593196	0.56635296	0.56635296	-0.48007727	0.51087326	1.3032596	0.6325997	0.6104032	1008	31248
56.255897998809814	31	8.972886	14.922018	39.40316	-0.76660573	21.0	0.0	0.4272803	0.4272803	0.47606584	0.47606584	-0.47390786	0.44846782	1.4818552	0.7782867	0.62209344	1008	32256
57.846071004867554	32	14.995761	20.216242	69.0139	-0.76025474	21.0	0.0	0.71408385	0.71408385	0.7710345	0.7710345	-0.36521482	0.43170384	1.4124413	0.4903266	0.506459	1008	33264
59.38882279396057	33	17.083942	21.43278	69.231	-0.7811582	21.0	0.0	0.81352115	0.81352115	0.87897485	0.87897485	-0.423347	0.5167357	1.4492884	0.45913386	0.5682758	1008	34272
60.937903881073	34	15.796573	20.064854	79.18643	-0.7650157	21.0	0.0	0.7522177	0.7522177	0.8105237	0.8105237	-0.486403	0.5344402	1.621095	0.59428304	0.6485124	1008	35280
62.534209966659546	35	22.434202	21.52081	89.17815	-0.6736506	21.0	0.0	1.0682952	1.0682952	1.1427951	1.1427951	-0.44683987	0.65108186	1.555269	0.5565357	0.6023667	1008	36288
64.0869209766388	36	21.779541	22.455751	69.257965	-0.9453473	21.0	0.0	1.037121	1.037121	1.112745	1.112745	-0.29648158	0.51963395	1.6038182	0.44619653	0.45686343	1008	37296
65.63968586921692	37	22.179718	21.925709	69.23185	-0.9335376	21.0	0.0	1.0561769	1.0561769	1.1321578	1.1321578	-0.30001104	0.3969629	1.6519831	0.5592458	0.46520934	1008	38304
67.21928882598877	38	17.997923	22.366596	79.06597	-1.1160935	21.0	0.0	0.85704386	0.85704386	0.91765225	0.91765225	-0.38287818	0.6137863	1.7017059	0.6709102	0.5530488	1008	39312
68.78928899765015	39	20.860243	21.935295	69.064835	-0.92331845	21.0	0.0	0.99334484	0.99334484	1.0602384	1.0602384	-0.21001154	0.2990867	1.5855334	0.5749012	0.3685649	1008	40320
70.34163093566895	40	24.593084	23.055746	69.108734	-1.1379455	21.0	0.0	1.1710992	1.1710992	1.2404314	1.2404314	-0.29595667	0.38040787	1.5341548	0.48237672	0.4493721	1008	41328
71.9200668334961	41	32.486042	24.448423	98.76757	-0.9428867	21.0	0.0	1.5469542	1.5469542	1.6138097	1.6138097	-0.33765376	0.53153837	1.6936333	0.62662166	0.50701714	1008	42336
73.4889509677887	42	35.38307	26.5788	89.03772	-0.8401405	21.0	0.0	1.6849082	1.6849082	1.7426528	1.7426528	-0.3709101	0.46820644	1.4733274	0.45352644	0.5182429	1008	43344
