Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
5.319976091384888	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.020384459	-0.020384459	-0.6989951	0.052139875	0.043109782	0.000105286024	0.70330614	1008	1008
8.666576147079468	1	-0.40774867	0.08700164	-0.22799057	-0.692696	21.0	0.0	-0.019416602	-0.019416602	-0.019676413	-0.019676413	-0.688579	0.02217466	0.00071995147	8.446449e-05	0.68865097	1008	2016
10.206609964370728	2	-0.42772007	0.09756893	-0.18853408	-0.6932738	21.0	0.0	-0.020367622	-0.020367622	-0.020445164	-0.020445164	-0.695495	0.030911107	0.00038358016	0.0004550281	0.69553334	1008	3024
11.742436170578003	3	-0.428192	0.08217091	-0.24238397	-0.6342137	21.0	0.0	-0.020390095	-0.020390095	-0.02001133	-0.02001133	-0.69408673	0.028451556	0.0003130205	0.00031159865	0.694118	1008	4032
13.283036947250366	4	-0.42597124	0.085195735	-0.26473007	-0.6247137	21.0	0.0	-0.020284342	-0.020284342	-0.019898994	-0.019898994	-0.69629467	0.031696107	0.00022063691	0.0002385149	0.6963167	1008	5040
14.845277070999146	5	-0.3991114	0.06616111	-0.28876156	-0.56554765	21.0	0.0	-0.019005306	-0.019005306	-0.018687136	-0.018687136	-0.6930085	0.025296304	0.00084780843	0.0008501524	0.6930933	1008	6048
16.34842300415039	6	-0.41813838	0.10211474	-0.17687726	-0.6612948	21.0	0.0	-0.019911353	-0.019911353	-0.020027356	-0.020027356	-0.69037414	0.025673471	0.00041472795	0.0007933879	0.6904157	1008	7056
17.933279037475586	7	-0.40771547	0.0957526	-0.19204187	-0.64436895	21.0	0.0	-0.019415021	-0.019415021	-0.019111391	-0.019111391	-0.69417274	0.01776549	0.00038894964	0.0005466079	0.69421166	1008	8064
19.523836135864258	8	-0.42994222	0.11637747	-0.25420478	-0.7621523	21.0	0.0	-0.02047344	-0.02047344	-0.020683795	-0.020683795	-0.69508004	0.025979908	0.004101157	0.00519337	0.6954901	1008	9072
21.153373956680298	9	-0.44854403	0.10202417	-0.21210557	-0.7290633	21.0	0.0	-0.021359239	-0.021359239	-0.0162666	-0.0162666	-0.6719692	0.21553911	0.22047901	0.19964781	0.69401705	1008	10080
22.736562967300415	10	-0.42819998	0.10245252	-0.27474704	-0.7514561	21.0	0.0	-0.020390475	-0.020390475	-0.017340742	-0.017340742	-0.660738	0.1511576	0.13499933	0.14962028	0.67423797	1008	11088
24.34145712852478	11	-0.4446802	0.097735055	-0.2971447	-0.67155105	21.0	0.0	-0.021175249	-0.021175249	-0.018110553	-0.018110553	-0.67049694	0.1440752	0.122831784	0.108668275	0.68278015	1008	12096
25.956693172454834	12	-0.44098172	0.10269829	-0.27039042	-0.772399	21.0	0.0	-0.020999128	-0.020999128	-0.019556176	-0.019556176	-0.6724359	0.1402059	0.08400835	0.07665868	0.68083674	1008	13104
27.590814113616943	13	-0.5151589	0.106587596	-0.29396108	-0.7809052	21.0	0.0	-0.024531376	-0.024531376	-0.017639862	-0.017639862	-0.6264081	0.26327068	0.30255735	0.22398403	0.65666384	1008	14112
29.247370958328247	14	-0.4938805	0.11674262	-0.32243764	-0.76647574	21.0	0.0	-0.02351812	-0.02351812	-0.015393712	-0.015393712	-0.7082573	0.31591418	0.30505106	0.184273	0.7387625	1008	15120
30.91972804069519	15	-0.5283294	0.11530068	-0.27975827	-0.7705162	21.0	0.0	-0.025158541	-0.025158541	-0.017799348	-0.017799348	-0.6519757	0.24791655	0.25672844	0.19053856	0.6776486	1008	16128
32.567646980285645	16	-0.58430254	0.12096503	-0.30034903	-0.8801866	21.0	0.0	-0.027823929	-0.027823929	-0.019140756	-0.019140756	-0.65152645	0.27767673	0.38182586	0.30904865	0.689709	1008	17136
34.2093780040741	17	-0.603869	0.12979645	-0.34802902	-0.86416525	21.0	0.0	-0.028755667	-0.028755667	-0.0182698	-0.0182698	-0.71140003	0.32961413	0.31565356	0.22801627	0.74296546	1008	18144
35.888545989990234	18	-0.47131696	1.4060587	9.136979	-0.9661758	21.0	0.0	-0.022443667	-0.022443667	-0.01140339	-0.01140339	-0.5909182	0.278823	0.3712475	0.30303285	0.62804294	1008	19152
37.46204113960266	19	0.59609574	8.529913	59.06283	-1.1090009	21.0	0.0	0.028385505	0.028385505	0.03766441	0.03766441	-0.71004343	0.30308712	0.2716695	0.20117074	0.7372104	1008	20160
39.03667902946472	20	-0.6698846	0.12836169	-0.2889555	-0.9152557	21.0	0.0	-0.031899262	-0.031899262	-0.01837671	-0.01837671	-0.6009905	0.27648085	0.3802156	0.26970175	0.63901204	1008	21168
40.60337996482849	21	0.49241415	4.375488	19.274052	-1.0116467	21.0	0.0	0.023448294	0.023448294	0.036392514	0.036392514	-0.62308013	0.33426005	0.42386216	0.28391	0.6654663	1008	22176
42.187345027923584	22	2.5552716	8.923953	39.041153	-1.0890384	21.0	0.0	0.121679604	0.121679604	0.13660713	0.13660713	-0.6441915	0.37802893	0.44522402	0.2996772	0.68871397	1008	23184
43.78234601020813	23	8.528108	16.186596	59.015297	-1.0822586	21.0	0.0	0.40610036	0.40610036	0.43196929	0.43196929	-0.54872304	0.36884457	0.5643645	0.354119	0.60515946	1008	24192
45.3521671295166	24	12.880196	22.63068	99.03776	-1.2009864	21.0	0.0	0.61334264	0.61334264	0.63139874	0.63139874	-0.57713366	0.3530079	0.48011848	0.3576735	0.62514544	1008	25200
46.892866134643555	25	18.038584	21.912771	79.097015	-1.0531502	21.0	0.0	0.85898024	0.85898024	0.87922776	0.87922776	-0.6620743	0.3911175	0.5344461	0.29761255	0.71551895	1008	26208
48.43895506858826	26	34.454826	31.210644	98.72627	-1.2680975	21.0	0.0	1.640706	1.640706	1.6704352	1.6704352	-0.56307054	0.4333225	0.6298748	0.362354	0.626058	1008	27216
