4854.893265,4890.757894,3243.092358,4823.172417,5068.972263,2337.526165,4851.984412,4797.490732,4913.163985,4783.293025,4521.475941,4826.451892,4899.19059,4794.05371,4761.249308,4868.54941,4899.321989,4810.292944,4754.922697,4699.900936,4619.987797,619.3679893
,,,,,,,,,,,,,,,,,,,,4619.987797,618.5932948
