Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
8.340166091918945	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.016886546159820524	-0.016886546159820524	1008	1008
22.090698957443237	1	-0.4074911	0.08694242	-0.22698973	-0.6920135	21.0	0.0	-0.019404335	-0.019404335	-0.01554707943353259	-0.01554707943353259	1008	2016
43.297898054122925	2	-0.42710003	0.09757596	-0.18837842	-0.69446397	21.0	0.0	-0.020338096	-0.020338096	-0.015401738605626306	-0.015401738605626306	1008	3024
76.22329998016357	3	-0.42730522	0.08209576	-0.24367012	-0.63189745	21.0	0.0	-0.02034787	-0.02034787	-0.015737559385596622	-0.015737559385596622	1008	4032
120.06375408172607	4	-0.4255369	0.085283056	-0.26409107	-0.6301482	21.0	0.0	-0.02026366	-0.02026366	-0.015263526081664805	-0.015263526081664805	1008	5040
167.78358006477356	5	-0.3991634	0.06737469	-0.28952795	-0.5706413	21.0	0.0	-0.019007782	-0.019007782	-0.012308405246142068	-0.012308405246142068	1008	6048
224.86658310890198	6	-0.41805616	0.101357356	-0.17926753	-0.6618317	21.0	0.0	-0.01990744	-0.01990744	-0.014030222253702786	-0.014030222253702786	1008	7056
289.9097330570221	7	-0.40916324	0.09618674	-0.19323026	-0.6458484	21.0	0.0	-0.019483963	-0.019483963	-0.011807871681737877	-0.011807871681737877	1008	8064
361.23329496383667	8	-0.43370178	0.11835819	-0.2515341	-0.77986807	21.0	0.0	-0.020652467	-0.020652467	-0.011843723900460202	-0.011843723900460202	1008	9072
443.4565501213074	9	-0.4519674	0.10435587	-0.21465302	-0.74283177	21.0	0.0	-0.021522257	-0.021522257	-0.011117940019137329	-0.011117940019137329	1008	10080
537.6308891773224	10	-0.4344139	0.10426557	-0.27208126	-0.7572558	21.0	0.0	-0.020686379	-0.020686379	-0.009777015589976543	-0.009777015589976543	1008	11088
632.1914081573486	11	-0.4488016	0.10113558	-0.31012973	-0.68104756	21.0	0.0	-0.021371504	-0.021371504	-0.010611710009324723	-0.010611710009324723	1008	12096
737.9450340270996	12	-0.44626665	0.10193988	-0.27453715	-0.78219354	21.0	0.0	-0.021250794	-0.021250794	-0.010419398199243346	-0.010419398199243346	1008	13104
849.4050440788269	13	-0.5195033	0.10938714	-0.27922842	-0.7806648	21.0	0.0	-0.024738256	-0.024738256	-0.011176866383359284	-0.011176866383359284	1008	14112
971.3033380508423	14	-0.49401364	0.116532475	-0.3034214	-0.7690025	21.0	0.0	-0.02352446	-0.02352446	-0.010504750791636153	-0.010504750791636153	1008	15120
1099.8445880413055	15	-0.5168429	0.11324413	-0.24320447	-0.76989174	21.0	0.0	-0.024611566	-0.024611566	-0.011499435170746952	-0.011499435170746952	1008	16128
1238.1453499794006	16	-0.34277344	1.4078416	9.27949	-0.8262186	21.0	0.0	-0.016322544	-0.016322544	-0.0017019325506870758	-0.0017019325506870758	1008	17136
1391.786031961441	17	-0.13490488	2.8281465	19.23908	-0.7933597	21.0	0.0	-0.006424042	-0.006424042	0.007799876091230208	0.007799876091230208	1008	18144
1545.7477040290833	18	4.1812005	12.683684	49.27594	-0.8585443	21.0	0.0	0.19910482	0.19910482	0.21525085814587933	0.21525085814587933	1008	19152
1707.1824340820312	19	4.213141	12.99853	49.334618	-0.82106316	21.0	0.0	0.20062576	0.20062576	0.21611949357121682	0.21611949357121682	1008	20160
1866.99738407135	20	1.5057389	8.137444	49.394993	-0.75998133	21.0	0.0	0.071701854	0.071701854	0.0869715704696712	0.0869715704696712	1008	21168
2033.2882671356201	21	5.6008925	14.756988	59.14569	-0.8694757	21.0	0.0	0.26670918	0.26670918	0.2832458244826265	0.2832458244826265	1008	22176
2207.069097995758	22	13.297229	19.352684	59.264217	-0.8502724	21.0	0.0	0.63320136	0.63320136	0.6501006020307583	0.6501006020307583	1008	23184
2391.6620919704437	23	18.86528	20.535736	69.16458	-0.8394041	21.0	0.0	0.89834666	0.89834666	0.916242936959065	0.916242936959065	1008	24192
2581.852473974228	24	23.018549	23.125786	89.16748	-0.697234	21.0	0.0	1.0961213	1.0961213	1.113393411635985	1.113393411635985	1008	25200
2780.6376659870148	25	28.193146	23.977081	69.08612	-0.83359826	21.0	0.0	1.3425307	1.3425307	1.3604353928921384	1.3604353928921384	1008	26208
2990.865816116333	26	34.202045	25.446615	89.02466	-0.76968706	21.0	0.0	1.628669	1.628669	1.647080729988163	1.647080729988163	1008	27216
