Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5231959819793701	0	19.62745	10.660465	57.0	8.0	19.627450980392158	10.66046532537297	1001	1001
0.8547430038452148	1	21.520834	10.4741535	54.0	9.0	21.520833333333332	10.474153870626283	1033	2034
1.1110219955444336	2	23.880953	10.184494	54.0	11.0	23.88095238095238	10.184494238915073	1003	3037
1.3758060932159424	3	27.756756	14.285517	57.0	9.0	27.756756756756758	14.28551601657258	1027	4064
1.6572589874267578	4	25.375	12.852407	57.0	11.0	25.375	12.852407362047002	1015	5079
1.9180729389190674	5	32.580647	16.725052	83.0	14.0	32.58064516129032	16.725052087383837	1010	6089
2.1767308712005615	6	28.583334	14.935741	62.0	10.0	28.583333333333332	14.935741993248573	1029	7118
2.4469709396362305	7	31.5	23.02588	102.0	9.0	31.5	23.025880579699624	1071	8189
2.7121400833129883	8	29.5	13.818679	65.0	11.0	29.5	13.818678748452806	1003	9192
2.966407060623169	9	29.764706	14.148496	68.0	11.0	29.764705882352942	14.148495707878197	1012	10204
3.2290780544281006	10	33.51613	23.130585	88.0	12.0	33.516129032258064	23.130584372270096	1039	11243
3.4987709522247314	11	32.903225	20.36815	116.0	9.0	32.903225806451616	20.36815167111141	1020	12263
3.7604129314422607	12	36.25	19.269934	83.0	13.0	36.25	19.26993402019989	1015	13278
4.0196778774261475	13	33.633335	15.63646	79.0	10.0	33.63333333333333	15.636460241656001	1009	14287
4.272098064422607	14	38.884617	19.84813	83.0	10.0	38.88461538461539	19.84812900129559	1011	15298
4.532022953033447	15	33.933334	15.741523	75.0	13.0	33.93333333333333	15.74152329209456	1018	16316
4.806262016296387	16	54.57895	24.866625	105.0	19.0	54.578947368421055	24.866624830702584	1037	17353
5.07290506362915	17	47.434784	26.379877	130.0	10.0	47.43478260869565	26.37987719086112	1091	18444
5.329757928848267	18	51.75	30.683668	126.0	11.0	51.75	30.683668294387488	1035	19479
5.614116907119751	19	51.1	25.768003	106.0	16.0	51.1	25.768003415088256	1022	20501
5.877739906311035	20	44.086956	21.404821	96.0	15.0	44.08695652173913	21.404820756240994	1014	21515
6.144011974334717	21	65.0	35.661606	169.0	30.0	65.0	35.66160400206362	1040	22555
6.410551071166992	22	50.4	26.52433	110.0	15.0	50.4	26.524328455212586	1008	23563
6.689697980880737	23	45.869564	25.851254	97.0	11.0	45.869565217391305	25.851254023616974	1055	24618
6.95003604888916	24	56.0	23.130068	95.0	13.0	56.0	23.130067012440755	1008	25626
7.223459005355835	25	71.666664	27.867943	118.0	22.0	71.66666666666667	27.867942554523506	1075	26701
7.487679958343506	26	68.53333	38.4376	134.0	13.0	68.53333333333333	38.437597335016775	1028	27729
7.770206928253174	27	65.3125	33.353634	149.0	25.0	65.3125	33.35363314168338	1045	28774
8.040580987930298	28	76.64286	42.891235	176.0	16.0	76.64285714285714	42.89123643898956	1073	29847
