Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.4351308345794678	0	19.62745	10.660465	57.0	8.0	19.627450980392158	10.66046532537297	1001	1001
0.6859288215637207	1	21.520834	10.4741535	54.0	9.0	21.520833333333332	10.474153870626283	1033	2034
0.871046781539917	2	25.74359	13.225302	75.0	9.0	25.743589743589745	13.225301991061173	1004	3038
1.071687936782837	3	33.8	22.984634	93.0	11.0	33.8	22.984632547276743	1014	4052
1.276986837387085	4	33.8	22.846445	108.0	11.0	33.8	22.846443924602358	1014	5066
1.4806838035583496	5	34.733334	22.070995	102.0	11.0	34.733333333333334	22.07099655405004	1042	6108
1.6728639602661133	6	36.214287	21.969715	102.0	13.0	36.214285714285715	21.96971477618539	1014	7122
1.8760898113250732	7	54.105263	35.466656	180.0	18.0	54.10526315789474	35.46665555856226	1028	8150
2.0986008644104004	8	50.61905	24.310446	101.0	24.0	50.61904761904762	24.310444924482642	1063	9213
2.291311740875244	9	58.941177	22.134537	103.0	27.0	58.94117647058823	22.13453673025428	1002	10215
2.4886279106140137	10	77.23077	42.649113	157.0	17.0	77.23076923076923	42.64911189652289	1004	11219
2.6881589889526367	11	74.0	32.52252	155.0	27.0	74.0	32.52251967044199	1036	12255
2.8905069828033447	12	92.454544	41.62028	159.0	42.0	92.45454545454545	41.62028272230136	1017	13272
3.100153684616089	13	85.666664	38.603397	175.0	27.0	85.66666666666667	38.60339651147579	1028	14300
3.313764810562134	14	141.375	49.2035	200.0	38.0	141.375	49.203499621470016	1131	15431
3.528885841369629	15	155.57143	42.818077	200.0	94.0	155.57142857142858	42.8180774335098	1089	16520
3.7416958808898926	16	170.16667	35.291245	200.0	120.0	170.16666666666666	35.291248521725926	1021	17541
3.954561710357666	17	153.57143	52.112125	200.0	69.0	153.57142857142858	52.11212401531677	1075	18616
4.153860807418823	18	150.71428	31.980862	200.0	114.0	150.71428571428572	31.980861623853755	1055	19671
4.3623528480529785	19	134.125	24.348703	185.0	111.0	134.125	24.348703764266386	1073	20744
4.57646369934082	20	138.0	27.202942	200.0	113.0	138.0	27.202941017470888	1104	21848
4.789618968963623	21	140.875	22.756523	181.0	111.0	140.875	22.756523789893745	1127	22975
5.014199733734131	22	160.71428	28.292929	200.0	132.0	160.71428571428572	28.2929283729763	1125	24100
5.238104820251465	23	182.16667	13.897442	200.0	165.0	182.16666666666666	13.897441810955312	1093	25193
5.460448741912842	24	194.5	12.298374	200.0	167.0	194.5	12.298373876248844	1167	26360
5.68467378616333	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	27560
5.91651463508606	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	28760
6.164163827896118	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	29960
6.393320798873901	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31160
6.627800703048706	29	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	32351
6.817537784576416	30	170.0	42.44212	200.0	108.0	170.0	42.44211744639201	1020	33371
7.0398688316345215	31	194.66667	11.925696	200.0	168.0	194.66666666666666	11.925695879998878	1168	34539
7.276824712753296	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	35739
7.4829137325286865	33	186.16667	30.932272	200.0	117.0	186.16666666666666	30.93227368874709	1117	36856
7.707538843154907	34	191.5	18.562956	200.0	150.0	191.5	18.56295594277305	1149	38005
7.951959848403931	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	39205
8.196570873260498	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	40405
8.409574747085571	37	194.16667	13.04373	200.0	165.0	194.16666666666666	13.043729868748773	1165	41570
8.614262819290161	38	180.16667	28.085684	200.0	138.0	180.16666666666666	28.08568239433672	1081	42651
8.839656829833984	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	43851
9.048528909683228	40	184.0	35.77709	200.0	104.0	184.0	35.77708763999664	1104	44955
9.262579917907715	41	181.5	41.367256	200.0	89.0	181.5	41.36725758374611	1089	46044
9.476942777633667	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	47244
9.689660787582397	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	48444
9.916977882385254	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	49644
10.147302865982056	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	50844
10.381104946136475	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	52044
10.604833841323853	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	53244
10.829556941986084	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	54444
11.075313806533813	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	55644
11.287561893463135	50	198.0	4.472136	200.0	188.0	198.0	4.47213595499958	1188	56832
11.51095986366272	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	58032
11.723000764846802	52	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	59223
11.960359811782837	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	60423
12.207998991012573	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	61623
12.431311845779419	55	194.33333	12.671051	200.0	166.0	194.33333333333334	12.671051872498806	1166	62789
12.6469566822052	56	191.16667	19.751934	200.0	147.0	191.16666666666666	19.751933801248143	1147	63936
12.875460863113403	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	65136
13.104902744293213	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	66336
13.327323913574219	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	67536
