,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-170.0688045177738,-132.34738389398638,-232.10713969153622,30.31065750044387,,
1,-40.548455156960074,-8.49043121622761,-80.55385620766077,20.907384315728756,0.027196016162633896,1.0965125560760498
