Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.504328727722168	0	19.62745	10.660465	57.0	8.0	19.627450980392158	10.66046532537297	1001	1001
0.7523348331451416	1	21.520834	10.4741535	54.0	9.0	21.520833333333332	10.474153870626283	1033	2034
0.9554297924041748	2	25.74359	13.225302	75.0	9.0	25.743589743589745	13.225301991061173	1004	3038
1.161275863647461	3	33.8	22.984634	93.0	11.0	33.8	22.984632547276743	1014	4052
1.3625075817108154	4	33.8	22.846445	108.0	11.0	33.8	22.846443924602358	1014	5066
1.5700228214263916	5	34.733334	22.070995	102.0	11.0	34.733333333333334	22.07099655405004	1042	6108
1.7811498641967773	6	36.214287	21.969715	102.0	13.0	36.214285714285715	21.96971477618539	1014	7122
1.9896318912506104	7	54.105263	35.466656	180.0	18.0	54.10526315789474	35.46665555856226	1028	8150
2.200910806655884	8	50.61905	24.310446	101.0	24.0	50.61904761904762	24.310444924482642	1063	9213
2.400430679321289	9	58.941177	22.134537	103.0	27.0	58.94117647058823	22.13453673025428	1002	10215
2.6102757453918457	10	77.23077	42.649113	157.0	17.0	77.23076923076923	42.64911189652289	1004	11219
2.8134305477142334	11	74.0	32.52252	155.0	27.0	74.0	32.52251967044199	1036	12255
3.015606641769409	12	92.454544	41.62028	159.0	42.0	92.45454545454545	41.62028272230136	1017	13272
3.221874713897705	13	85.666664	38.603397	175.0	27.0	85.66666666666667	38.60339651147579	1028	14300
3.437102794647217	14	141.375	49.2035	200.0	38.0	141.375	49.203499621470016	1131	15431
3.6550867557525635	15	155.57143	42.818077	200.0	94.0	155.57142857142858	42.8180774335098	1089	16520
3.8818438053131104	16	170.16667	35.291245	200.0	120.0	170.16666666666666	35.291248521725926	1021	17541
4.086010694503784	17	153.57143	52.112125	200.0	69.0	153.57142857142858	52.11212401531677	1075	18616
4.300537824630737	18	150.71428	31.980862	200.0	114.0	150.71428571428572	31.980861623853755	1055	19671
4.5099036693573	19	134.125	24.348703	185.0	111.0	134.125	24.348703764266386	1073	20744
4.7247936725616455	20	138.0	27.202942	200.0	113.0	138.0	27.202941017470888	1104	21848
4.939405679702759	21	140.875	22.756523	181.0	111.0	140.875	22.756523789893745	1127	22975
5.165832757949829	22	160.71428	28.292929	200.0	132.0	160.71428571428572	28.2929283729763	1125	24100
5.372638940811157	23	182.16667	13.897442	200.0	165.0	182.16666666666666	13.897441810955312	1093	25193
5.60302996635437	24	194.5	12.298374	200.0	167.0	194.5	12.298373876248844	1167	26360
5.866434812545776	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	27560
6.1070027351379395	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	28760
6.353195667266846	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	29960
6.670998573303223	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31160
6.91157865524292	29	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	32351
7.102283000946045	30	170.0	42.44212	200.0	108.0	170.0	42.44211744639201	1020	33371
7.323379755020142	31	194.66667	11.925696	200.0	168.0	194.66666666666666	11.925695879998878	1168	34539
7.560352563858032	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	35739
7.788162708282471	33	186.16667	30.932272	200.0	117.0	186.16666666666666	30.93227368874709	1117	36856
8.025308847427368	34	191.5	18.562956	200.0	150.0	191.5	18.56295594277305	1149	38005
8.273189783096313	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	39205
8.503395795822144	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	40405
8.736666679382324	37	194.16667	13.04373	200.0	165.0	194.16666666666666	13.043729868748773	1165	41570
8.961958885192871	38	180.16667	28.085684	200.0	138.0	180.16666666666666	28.08568239433672	1081	42651
9.202433586120605	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	43851
9.411219835281372	40	184.0	35.77709	200.0	104.0	184.0	35.77708763999664	1104	44955
9.623489618301392	41	181.5	41.367256	200.0	89.0	181.5	41.36725758374611	1089	46044
9.868995666503906	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	47244
10.092342615127563	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	48444
10.310302972793579	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	49644
10.541205883026123	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	50844
10.783098697662354	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	52044
11.024888753890991	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	53244
11.253591775894165	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	54444
11.482940912246704	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	55644
11.721472978591919	50	198.0	4.472136	200.0	188.0	198.0	4.47213595499958	1188	56832
11.96565866470337	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	58032
12.193405866622925	52	198.5	3.354102	200.0	191.0	198.5	3.3541019662496847	1191	59223
12.43102478981018	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	60423
12.68124270439148	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	61623
12.950827598571777	55	194.33333	12.671051	200.0	166.0	194.33333333333334	12.671051872498806	1166	62789
13.212308883666992	56	191.16667	19.751934	200.0	147.0	191.16666666666666	19.751933801248143	1147	63936
13.484947919845581	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	65136
13.736104726791382	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	66336
13.97810673713684	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	67536
