Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.566119909286499	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.018621812352021525	-0.018621812352021525	1008	1008
3.282505989074707	1	-0.4099745	0.089013234	-0.21930131	-0.60993713	21.0	0.0	-0.019522594	-0.019522594	-0.01760371921030278	-0.01760371921030278	1008	2016
4.150519847869873	2	-0.4261589	0.08124795	-0.22388665	-0.60549676	21.0	0.0	-0.02029328	-0.02029328	-0.018615529102523204	-0.018615529102523204	1008	3024
5.481645822525024	3	-0.42363095	0.0905369	-0.28354448	-0.64095324	21.0	0.0	-0.020172903	-0.020172903	-0.018792459290137488	-0.018792459290137488	1008	4032
5.906031847000122	4	-0.42817333	0.07725911	-0.25658605	-0.62098634	21.0	0.0	-0.020389205	-0.020389205	-0.019017255958071997	-0.019017255958071997	1008	5040
6.32910680770874	5	-0.41972598	0.08164614	-0.17378359	-0.5754414	21.0	0.0	-0.019986952	-0.019986952	-0.01856154480228805	-0.01856154480228805	1008	6048
6.7560389041900635	6	-0.44727683	0.09796216	-0.24308334	-0.68683195	21.0	0.0	-0.021298895	-0.021298895	-0.019880739801681868	-0.019880739801681868	1008	7056
7.181074857711792	7	-0.4226205	0.0884937	-0.23411708	-0.62572837	21.0	0.0	-0.020124784	-0.020124784	-0.018632987054200325	-0.018632987054200325	1008	8064
7.605093002319336	8	-0.43907997	0.09092518	-0.2556713	-0.5960897	21.0	0.0	-0.02090857	-0.02090857	-0.019624088274834337	-0.019624088274834337	1008	9072
8.028627872467041	9	-0.42665187	0.10128864	-0.27755693	-0.6939779	21.0	0.0	-0.020316757	-0.020316757	-0.019130340028839215	-0.019130340028839215	1008	10080
8.452754020690918	10	-0.49564353	0.1063082	-0.29456493	-0.7458322	21.0	0.0	-0.023602074	-0.023602074	-0.02205557630984601	-0.02205557630984601	1008	11088
8.89831280708313	11	-0.46596456	0.1240777	-0.16121921	-0.8431616	21.0	0.0	-0.022188788	-0.022188788	-0.020944874889349676	-0.020944874889349676	1008	12096
10.74362587928772	12	-0.45633802	0.10905836	-0.23234639	-0.73328096	21.0	0.0	-0.02173038	-0.02173038	-0.02056786807117862	-0.02056786807117862	1008	13104
11.19981598854065	13	-0.5167233	0.10872145	-0.2761607	-0.8529696	21.0	0.0	-0.024605872	-0.024605872	-0.023312703668919053	-0.023312703668919053	1008	14112
11.632369995117188	14	-0.5177839	0.11596141	-0.2682138	-0.9250942	21.0	0.0	-0.024656376	-0.024656376	-0.023297257373918558	-0.023297257373918558	1008	15120
12.067785024642944	15	-0.5374258	0.1499614	-0.28196347	-0.93358237	21.0	0.0	-0.025591705	-0.025591705	-0.02419518999740262	-0.02419518999740262	1008	16128
12.504877805709839	16	-0.53691643	0.12071101	-0.24920332	-0.95425946	21.0	0.0	-0.025567448	-0.025567448	-0.02439516455054289	-0.02439516455054289	1008	17136
12.947831869125366	17	-0.5190498	0.13336577	-0.26015726	-0.8336388	21.0	0.0	-0.024716657	-0.024716657	-0.02353427872054266	-0.02353427872054266	1008	18144
13.392810821533203	18	-0.59629196	0.12932017	-0.34868416	-1.0385222	21.0	0.0	-0.028394854	-0.028394854	-0.027106432555012595	-0.027106432555012595	1008	19152
