4460.261757,4273.444348,4432.118147,4435.710905,4037.90154,4341.621445,3887.436229,3809.915211,4082.494386,4080.930219,4503.805334,4246.20851,4179.553379,4572.197206,4231.559331,4164.56305,4359.719296,4124.799704,4314.912831,4498.683422,4438.141442,1029.859027
,,,,,,,,,,,,,,,,,,,,4251.891813,197.6111871
