Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
4.051844120025635	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019692782	-0.019692782	1008	1008
4.6235151290893555	1	-0.40486088	0.08259074	-0.29349002	-0.6577249	21.0	0.0	-0.01927909	-0.01927909	-0.01927909	-0.01927909	1008	2016
4.908812999725342	2	-0.41987714	0.070432514	-0.29867113	-0.5422073	21.0	0.0	-0.01999415	-0.01999415	-0.01999415	-0.01999415	1008	3024
5.1942150592803955	3	-0.43913484	0.088915	-0.29706076	-0.65194917	21.0	0.0	-0.020911185	-0.020911185	-0.020911185	-0.020911185	1008	4032
5.479359149932861	4	-0.4134927	0.08503204	-0.26278067	-0.63476455	21.0	0.0	-0.01969013	-0.01969013	-0.01969013	-0.01969013	1008	5040
5.761348009109497	5	-0.41214505	0.09391477	-0.26199198	-0.60882354	21.0	0.0	-0.019625954	-0.019625954	-0.019625954	-0.019625954	1008	6048
6.048749208450317	6	-0.4031345	0.07917143	-0.22870657	-0.57738334	21.0	0.0	-0.019196881	-0.019196881	-0.019196881	-0.019196881	1008	7056
6.339877128601074	7	-0.41000548	0.10299326	-0.1599961	-0.73949605	21.0	0.0	-0.019524071	-0.019524071	-0.019524071	-0.019524071	1008	8064
6.628603219985962	8	-0.42081538	0.107379	-0.21837834	-0.6970508	21.0	0.0	-0.020038832	-0.020038832	-0.020038832	-0.020038832	1008	9072
6.918291091918945	9	-0.44928813	0.096041724	-0.25371978	-0.6904859	21.0	0.0	-0.021394674	-0.021394674	-0.021394674	-0.021394674	1008	10080
7.2324042320251465	10	-0.45780656	0.10245766	-0.17479603	-0.6744185	21.0	0.0	-0.021800311	-0.021800311	-0.021800311	-0.021800311	1008	11088
7.520092010498047	11	-0.45313093	0.10078678	-0.27928752	-0.7058606	21.0	0.0	-0.021577666	-0.021577666	-0.021577666	-0.021577666	1008	12096
7.81278920173645	12	0.12238876	4.2574353	29.301514	-0.72468495	21.0	0.0	0.0058280383	0.0058280383	0.0058280383	0.0058280383	1008	13104
8.111608028411865	13	0.32594293	3.9649801	19.383205	-0.69375676	21.0	0.0	0.015521088	0.015521088	0.015521088	0.015521088	1008	14112
8.424748182296753	14	1.7684497	6.778546	29.196	-0.7801448	21.0	0.0	0.084211886	0.084211886	0.084211886	0.084211886	1008	15120
8.716317176818848	15	1.535384	6.40043	29.34274	-0.7577144	21.0	0.0	0.07311353	0.07311353	0.07311353	0.07311353	1008	16128
9.015235185623169	16	2.5709283	11.529608	69.158455	-0.93926954	21.0	0.0	0.12242516	0.12242516	0.12242516	0.12242516	1008	17136
9.31954312324524	17	6.29116	13.6418915	49.169914	-0.7898765	21.0	0.0	0.29957905	0.29957905	0.29957905	0.29957905	1008	18144
9.619640111923218	18	10.412042	17.377735	59.264065	-0.88824034	21.0	0.0	0.49581146	0.49581146	0.49581146	0.49581146	1008	19152
9.925389051437378	19	15.594083	22.765272	69.28952	-0.88786274	21.0	0.0	0.7425754	0.7425754	0.7425754	0.7425754	1008	20160
