Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.9253199100494385	0	9.727273	2.2998383	14.0	6.0	9.727272727272727	2.2998382983042758	107	107
3.0550782680511475	1	10.5	3.354102	16.0	5.0	10.5	3.3541019662496847	105	212
3.091294050216675	2	3.121212	0.32637364	4.0	3.0	3.121212121212121	0.3263736246748184	103	315
3.1345841884613037	3	2.0	0.0	2.0	2.0	2.0	0.0	102	417
3.1779251098632812	4	2.0612245	0.23974162	3.0	2.0	2.061224489795918	0.2397416351932802	101	518
3.22381591796875	5	2.1956522	0.39670193	3.0	2.0	2.1956521739130435	0.3967019041498839	101	619
3.2697532176971436	6	2.6153846	0.5824522	4.0	2.0	2.6153846153846154	0.5824521380307972	102	721
3.305986166000366	7	4.6363635	1.2264307	7.0	3.0	4.636363636363637	1.2264306875665492	102	823
3.3421192169189453	8	5.368421	2.1078932	12.0	3.0	5.368421052631579	2.1078930941579777	102	925
3.3810372352600098	9	3.7777777	0.9162457	6.0	3.0	3.7777777777777777	0.9162456945817022	102	1027
3.421006202697754	10	4.2916665	2.091235	10.0	2.0	4.291666666666667	2.091235015221601	103	1130
3.457504987716675	11	6.6875	3.3859775	15.0	3.0	6.6875	3.3859775176453843	107	1237
3.4903531074523926	12	17.833334	9.8559065	31.0	5.0	17.833333333333332	9.855906294648346	107	1344
3.5233919620513916	13	20.2	7.730459	34.0	13.0	20.2	7.730459236035076	101	1445
3.5600531101226807	14	10.8	4.707441	22.0	5.0	10.8	4.707440918375928	108	1553
3.6089022159576416	15	8.666667	2.5276253	14.0	5.0	8.666666666666666	2.5276251480171834	104	1657
3.6595470905303955	16	12.0	4.1952353	21.0	6.0	12.0	4.1952353926806065	120	1777
3.702949285507202	17	43.333332	6.3420987	52.0	37.0	43.333333333333336	6.342099196813483	130	1907
3.740211009979248	18	20.166666	2.1921577	24.0	18.0	20.166666666666668	2.1921577396609844	121	2028
3.774841070175171	19	15.571428	4.2039824	20.0	8.0	15.571428571428571	4.203982562732046	109	2137
3.807486057281494	20	15.428572	3.811904	21.0	10.0	15.428571428571429	3.81190401832181	108	2245
3.842137098312378	21	20.8	9.785704	33.0	4.0	20.8	9.785703858180055	104	2349
3.879932165145874	22	16.428572	4.6246896	22.0	8.0	16.428571428571427	4.624689730353899	115	2464
3.9161322116851807	23	9.363636	2.8371794	14.0	5.0	9.363636363636363	2.8371793698776786	103	2567
3.954430103302002	24	6.0588236	1.4741135	9.0	4.0	6.0588235294117645	1.4741134218990197	103	2670
3.992126941680908	25	9.818182	2.917601	15.0	5.0	9.818181818181818	2.9176011883420387	108	2778
4.028286933898926	26	16.285715	2.9137256	22.0	13.0	16.285714285714285	2.9137254363387344	114	2892
4.064181089401245	27	8.5	4.010403	14.0	3.0	8.5	4.010403138505321	102	2994
4.114259958267212	28	7.117647	5.074531	21.0	2.0	7.117647058823529	5.074531017926988	121	3115
4.157692909240723	29	6.6875	3.4949741	16.0	2.0	6.6875	3.4949740700039538	107	3222
4.20172119140625	30	7.923077	4.304944	16.0	3.0	7.923076923076923	4.304944178348684	103	3325
4.2485032081604	31	16.875	13.8603525	52.0	4.0	16.875	13.860352628991803	135	3460
4.2898430824279785	32	21.5	9.844626	33.0	9.0	21.5	9.844626283748239	129	3589
4.329272031784058	33	16.428572	4.1698627	23.0	10.0	16.428571428571427	4.16986271980755	115	3704
4.36119818687439	34	21.8	1.939072	24.0	19.0	21.8	1.9390719429665317	109	3813
4.400173187255859	35	19.5	4.8218255	26.0	11.0	19.5	4.8218253804964775	117	3930
4.440896034240723	36	20.2	3.1241	24.0	17.0	20.2	3.1240998703626617	101	4031
4.489778995513916	37	43.0	4.082483	48.0	38.0	43.0	4.08248290463863	129	4160
4.536646127700806	38	63.5	25.5	89.0	38.0	63.5	25.5	127	4287
4.579866170883179	39	10.0	1.4142135	12.0	7.0	10.0	1.4142135623730951	110	4397
4.615695238113403	40	10.3	1.4866068	13.0	8.0	10.3	1.4866068747318506	103	4500
4.6513671875	41	10.090909	1.9284731	13.0	8.0	10.090909090909092	1.928473039599675	111	4611
4.693587064743042	42	140.0	0.0	140.0	140.0	140.0	0.0	140	4751
4.723401069641113	43	103.0	0.0	103.0	103.0	103.0	0.0	103	4854
4.777453184127808	44	211.0	0.0	211.0	211.0	211.0	0.0	211	5065
4.821465253829956	45	161.0	0.0	161.0	161.0	161.0	0.0	161	5226
4.8651509284973145	46	75.5	18.5	94.0	57.0	75.5	18.5	151	5377
4.903036117553711	47	23.0	10.639548	37.0	14.0	23.0	10.639548862616309	115	5492
4.945023059844971	48	18.166666	7.9669456	30.0	10.0	18.166666666666668	7.966945601811412	109	5601
5.040636301040649	49	367.0	0.0	367.0	367.0	367.0	0.0	367	5968
5.272531032562256	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000	6968
5.5138771533966064	51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000	7968
5.548945903778076	52	133.0	0.0	133.0	133.0	133.0	0.0	133	8101
5.58570122718811	53	4.904762	0.29354352	5.0	4.0	4.904761904761905	0.29354352395090366	103	8204
5.623985290527344	54	4.3913045	0.48804224	5.0	4.0	4.391304347826087	0.48804226784007926	101	8305
5.6588921546936035	55	6.5	0.5	7.0	6.0	6.5	0.5	104	8409
5.692033052444458	56	9.272727	0.44536176	10.0	9.0	9.272727272727273	0.4453617714151233	102	8511
5.728163242340088	57	37.666668	0.47140452	38.0	37.0	37.666666666666664	0.4714045207910317	113	8624
